Team,xG,Goals,Home/Away,Game
Barcelona,1.17,3,Home,Barcelona 3-1 Napoli
Napoli,2.38,1,Away,Barcelona 3-1 Napoli
Bayern,3.26,4,Home,Bayern 4-1 Chelsea
Chelsea,1.14,1,Away,Bayern 4-1 Chelsea
Juventus,2.84,2,Home,Juventus 2-1 Lyon
Lyon,1.10,1,Away,Juventus 2-1 Lyon
Man City,1.87,2,Home,Man City 2-1 Real Madrid
Real Madrid,0.81,1,Away,Man City 2-1 Real Madrid
Wolves,2.32,1,Home,Wolves 1-0 Olympiakos
Olympiakos,1.46,0,Away,Wolves 1-0 Olympiakos
Brentford,1.44,1,Home,Brentford 1-2 Fulham
Fulham,1.13,2,Away,Brentford 1-2 Fulham
Arsenal,1.71,2,Home,Arsenal 2-1 Chelsea
Chelsea,0.86,1,Away,Arsenal 2-1 Chelsea
Chelsea,1.55,2,Home,Chelsea 2-0 Wolves
Wolves,0.41,0,Away,Chelsea 2-0 Wolves
Newcastle,0.55,1,Home,Newcastle 1-3 Liverpool
Liverpool,0.64,3,Away,Newcastle 1-3 Liverpool
Leicester,0.81,0,Home,Leicester 0-1 Man Utd
Man Utd,1.40,1,Away,Leicester 0-1 Man Utd
C Palace,1.32,1,Home,C Palace 1-1 Tottenham
Tottenham,0.38,1,Away,C Palace 1-1 Tottenham
Arsenal,1.84,3,Home,Arsenal 3-2 Watford
Watford,4.17,2,Away,Arsenal 3-2 Watford
Liverpool,1.32,5,Home,Liverpool 5-3 Chelsea
Chelsea,2.57,3,Away,Liverpool 5-3 Chelsea
Man Utd,1.14,1,Home,Man Utd 1-1 West Ham
West Ham,1.59,1,Away,Man Utd 1-1 West Ham
Aston Villa,0.71,1,Home,Aston Villa 1-0 Arsenal
Arsenal,0.96,0,Away,Aston Villa 1-0 Arsenal
Watford,0.37,0,Home,Watford 0-4 Man City
Man City,3.25,4,Away,Watford 0-4 Man City
Sheffield Utd,0.50,0,Home,Sheffield Utd 0-1 Everton
Everton,0.51,1,Away,Sheffield Utd 0-1 Everton
Man Utd,1.12,1,Home,Man Utd 1-3 Chelsea
Chelsea,1.89,3,Away,Man Utd 1-3 Chelsea
Barnsley,2.95,1,Home,Barnsley 1-0 Notts Forest
Notts Forest,0.88,0,Away,Barnsley 1-0 Notts Forest
Bournemouth,0.62,0,Home,Bournemouth 0-2 Southampton
Southampton,2.67,2,Away,Bournemouth 0-2 Southampton
Arsenal,1.29,2,Home,Arsenal 2-0 Man City
Man City,1.44,0,Away,Arsenal 2-0 Man City
West Ham,0.93,3,Home,West Ham 3-1 Watford
Watford,1.72,1,Away,West Ham 3-1 Watford
C Palace,0.69,0,Home,C Palace 0-2 Man Utd
Man Utd,2.13,2,Away,C Palace 0-2 Man Utd
Barcelona,1.21,1,Home,Barcelona 1-2 Osasuna
Osasuna,0.75,2,Away,Barcelona 1-2 Osasuna
Southampton,2.52,1,Home,Southampton 1-1 Brighton
Brighton,0.85,1,Away,Southampton 1-1 Brighton
Leicester,2.91,2,Home,Leicester 2-0 Sheffield Utd
Sheffield Utd,0.97,0,Away,Leicester 2-0 Sheffield Utd
Everton,0.87,1,Home,Everton 1-1 Aston Villa
Aston Villa,1.31,1,Away,Everton 1-1 Aston Villa
Sassuolo,1.85,3,Home,Sassuolo 3-3 Juventus
Juventus,2.64,3,Away,Sassuolo 3-3 Juventus
Arsenal,0.92,2,Home,Arsenal 2-1 Liverpool
Liverpool,2.87,1,Away,Arsenal 2-1 Liverpool
Newcastle,1.42,1,Home,Newcastle 1-3 Tottenham
Tottenham,1.33,3,Away,Newcastle 1-3 Tottenham
Burnley,1.61,1,Home,Burnley 1-1 Wolves
Wolves,1.50,1,Away,Burnley 1-1 Wolves
Man City,0.54,2,Home,Man City 2-1 Bournemouth
Bournemouth,1.93,1,Away,Man City 2-1 Bournemouth
Atalanta,1.83,6,Home,Atalanta 6-2 Brescia
Brescia,0.80,2,Away,Atalanta 6-2 Brescia
Chelsea,3.22,1,Home,Chelsea 1-0 Norwich
Norwich,0.05,0,Away,Chelsea 1-0 Norwich
FT: Wigan,1.71,8,Home,FT: Wigan 8-0 Hull
Hull,0.92,0,Away,FT: Wigan 8-0 Hull
Granada,1.32,1,Home,Granada 1-2 Real Madrid
Real Madrid,0.47,2,Away,Granada 1-2 Real Madrid
Man Utd,1.40,2,Home,Man Utd 2-2 Southampton
Southampton,1.83,2,Away,Man Utd 2-2 Southampton
Bournemouth,2.71,4,Home,Bournemouth 4-1 Leicester
Leicester,1.25,1,Away,Bournemouth 4-1 Leicester
Tottenham,1.26,2,Home,Tottenham 2-1 Arsenal
Arsenal,0.75,1,Away,Tottenham 2-1 Arsenal
Aston Villa,1.59,2,Home,Aston Villa 2-0 C Palace
C Palace,0.78,0,Away,Aston Villa 2-0 C Palace
Wolves,3.21,3,Home,Wolves 3-0 Everton
Everton,0.28,0,Away,Wolves 3-0 Everton
Brighton,0.09,0,Home,Brighton 0-5 Man City
Man City,4.78,5,Away,Brighton 0-5 Man City
Sheffield Utd,2.20,3,Home,Sheffield Utd 3-0 Chelsea
Chelsea,1.31,0,Away,Sheffield Utd 3-0 Chelsea
Liverpool,1.96,1,Home,Liverpool 1-1 Burnley
Burnley,0.76,1,Away,Liverpool 1-1 Burnley
Norwich,0.64,0,Home,Norwich 0-4 West Ham
West Ham,4.19,4,Away,Norwich 0-4 West Ham
Aston Villa,0.41,0,Home,Aston Villa 0-3 Man Utd
Man Utd,2.43,3,Away,Aston Villa 0-3 Man Utd
Bournemouth,1.44,0,Home,Bournemouth 0-0 Tottenham
Tottenham,0.63,0,Away,Bournemouth 0-0 Tottenham
Everton,0.76,1,Home,Everton 1-1 Southampton
Southampton,2.17,1,Away,Everton 1-1 Southampton
Leeds,3.90,5,Home,Leeds 5-0 Stoke
Stoke,0.23,0,Away,Leeds 5-0 Stoke
Barcelona,1.04,1,Home,Barcelona 1-0 Espanyol
Espanyol,0.90,0,Away,Barcelona 1-0 Espanyol
Brighton,2.94,1,Home,Brighton 1-3 Liverpool
Liverpool,1.81,3,Away,Brighton 1-3 Liverpool
West Ham,2.53,0,Home,West Ham 0-1 Burnley
Burnley,0.95,1,Away,West Ham 0-1 Burnley
Man City,3.07,5,Home,Man City 5-0 Newcastle
Newcastle,0.26,0,Away,Man City 5-0 Newcastle
Arsenal,1.06,1,Home,Arsenal 1-1 1-1 (1.06) Leicester
1-1 (1.06) Leicester,1.06,1,Away,Arsenal 1-1 1-1 (1.06) Leicester
Lecce,2.34,2,Home,Lecce 2-1 Lazio
Lazio,1.98,1,Away,Lecce 2-1 Lazio
Watford,0.85,2,Home,Watford 2-1 Norwich
Norwich,1.27,1,Away,Watford 2-1 Norwich
C Palace,1.36,2,Home,C Palace 2-3 Chelsea
Chelsea,2.24,3,Away,C Palace 2-3 Chelsea
Tottenham,0.62,1,Home,Tottenham 1-0 Everton
Everton,0.53,0,Away,Tottenham 1-0 Everton
Southampton,0.61,1,Home,Southampton 1-0 Gabriel Jesus
Gabriel Jesus,1.59,0,Away,Southampton 1-0 Gabriel Jesus
Southampton,0.61,1,Home,Southampton 1-0 Man City
Man City,3.79,0,Away,Southampton 1-0 Man City
Liverpool,0.97,2,Home,Liverpool 2-0 Aston Villa
Aston Villa,0.62,0,Away,Liverpool 2-0 Aston Villa
Chelsea,2.81,3,Home,Chelsea 3-0 Watford
Watford,0.59,0,Away,Chelsea 3-0 Watford
Wolves,1.05,0,Home,Wolves 0-2 Arsenal
Arsenal,1.24,2,Away,Wolves 0-2 Arsenal
Man Utd,2.60,5,Home,Man Utd 5-2 Bournemouth
Bournemouth,1.54,2,Away,Man Utd 5-2 Bournemouth
Derby,1.71,1,Home,Derby 1-1 Notts Forest
Notts Forest,0.44,1,Away,Derby 1-1 Notts Forest
Man City,3.26,4,Home,Man City 4-0 Liverpool
Liverpool,0.63,0,Away,Man City 4-0 Liverpool
Sheffield Utd,1.38,3,Home,Sheffield Utd 3-1 Tottenham
Tottenham,1.10,1,Away,Sheffield Utd 3-1 Tottenham
Inter Milan,3.82,6,Home,Inter Milan 6-0 Brescia
Brescia,0.31,0,Away,Inter Milan 6-0 Brescia
West Ham,1.88,3,Home,West Ham 3-2 Chelsea
Chelsea,1.54,2,Away,West Ham 3-2 Chelsea
Bournemouth,1.22,1,Home,Bournemouth 1-4 Newcastle
Newcastle,1.53,4,Away,Bournemouth 1-4 Newcastle
Arsenal,1.76,4,Home,Arsenal 4-0 Norwich
Norwich,0.27,0,Away,Arsenal 4-0 Norwich
Leeds,1.69,1,Home,Leeds 1-1 Luton
Luton,0.20,1,Away,Leeds 1-1 Luton
Mallorca,1.61,5,Home,Mallorca 5-1 Celta Vigo
Celta Vigo,1.66,1,Away,Mallorca 5-1 Celta Vigo
C Palace,1.52,0,Home,C Palace 0-1 Burnley
Burnley,0.43,1,Away,C Palace 0-1 Burnley
Watford,0.81,1,Home,Watford 1-3 Southampton
Southampton,1.12,3,Away,Watford 1-3 Southampton
Sheffield Utd,1.88,1,Home,Sheffield Utd 1-2 Arsenal
Arsenal,1.41,2,Away,Sheffield Utd 1-2 Arsenal
Celta Vigo,2.01,2,Home,Celta Vigo 2-2 Barcelona
Barcelona,2.09,2,Away,Celta Vigo 2-2 Barcelona
Dortmund,0.18,0,Home,Dortmund 0-4 Hoffenheim
Hoffenheim,3.66,4,Away,Dortmund 0-4 Hoffenheim
Aston Villa,0.67,0,Home,Aston Villa 0-1 Wolves
Wolves,0.58,1,Away,Aston Villa 0-1 Wolves
Chelsea,3.36,2,Home,Chelsea 2-1 Man City
Man City,0.55,1,Away,Chelsea 2-1 Man City
Southampton,0.88,0,Home,Southampton 0-2 Arsenal
Arsenal,2.35,2,Away,Southampton 0-2 Arsenal
Inter Milan,2.98,3,Home,Inter Milan 3-3 Sassuolo
Sassuolo,1.95,3,Away,Inter Milan 3-3 Sassuolo
Liverpool,2.77,4,Home,Liverpool 4-0 C Palace
C Palace,0.08,0,Away,Liverpool 4-0 C Palace
Norwich,0.50,0,Home,Norwich 0-1 Everton
Everton,0.72,1,Away,Norwich 0-1 Everton
Man Utd,2.59,3,Home,Man Utd 3-0 Sheffield Utd
Sheffield Utd,0.10,0,Away,Man Utd 3-0 Sheffield Utd
Man City,2.37,5,Home,Man City 5-0 Burnley
Burnley,0.03,0,Away,Man City 5-0 Burnley
Villarreal,1.10,2,Home,Villarreal 2-2 Sevilla
Sevilla,1.49,2,Away,Villarreal 2-2 Sevilla
Everton,0.84,0,Home,Everton 0-0 Liverpool
Liverpool,0.65,0,Away,Everton 0-0 Liverpool
Aston Villa,1.64,1,Home,Aston Villa 1-2 Chelsea
Chelsea,1.37,2,Away,Aston Villa 1-2 Chelsea
Newcastle,2.11,3,Home,Newcastle 3-0 Sheffield Utd
Sheffield Utd,0.70,0,Away,Newcastle 3-0 Sheffield Utd
Cardiff,0.28,2,Home,Cardiff 2-0 Leeds
Leeds,2.05,0,Away,Cardiff 2-0 Leeds
Torino,2.87,1,Home,Torino 1-1 Parma
Parma,0.29,1,Away,Torino 1-1 Parma
Brighton,0.74,2,Home,Brighton 2-1 Arsenal
Arsenal,0.69,1,Away,Brighton 2-1 Arsenal
Watford,1.67,1,Home,Watford 1-1 Leicester
Leicester,0.98,1,Away,Watford 1-1 Leicester
Sevilla,0.81,0,Home,Sevilla 0-0 Barcelona
Barcelona,0.62,0,Away,Sevilla 0-0 Barcelona
Tottenham,0.46,1,Home,Tottenham 1-1 Man United
Man United,1.62,1,Away,Tottenham 1-1 Man United
Sochi,6.51,1,Home,Sochi 1--1 Rostov
Rostov,0.09,-1,Away,Sochi 1--1 Rostov
Norwich,0.62,0,Home,Norwich 0-3 Southampton
Southampton,1.81,3,Away,Norwich 0-3 Southampton
Man City,2.68,3,Home,Man City 3-0 Arsenal
Arsenal,0.65,0,Away,Man City 3-0 Arsenal
Aston Villa,1.41,0,Home,Aston Villa 0-0 Sheffield Utd
Sheffield Utd,0.36,0,Away,Aston Villa 0-0 Sheffield Utd
Real Madrid,0.91,3,Home,Real Madrid 3-1 Eibar
Eibar,0.51,1,Away,Real Madrid 3-1 Eibar
Sevilla,2.14,2,Home,Sevilla 2-0 Real Betis
Real Betis,0.50,0,Away,Sevilla 2-0 Real Betis
Union Berlin,2.87,1,Home,Union Berlin 1-1 Schalke
Schalke,0.14,1,Away,Union Berlin 1-1 Schalke
Freiburg,1.13,1,Home,Freiburg 1-0 Mönchengladbach
Mönchengladbach,2.37,0,Away,Freiburg 1-0 Mönchengladbach
Leipzig,0.61,2,Home,Leipzig 2-2 Hertha Berlin
Hertha Berlin,1.87,2,Away,Leipzig 2-2 Hertha Berlin
Frankfurt,4.28,3,Home,Frankfurt 3-3 Freiburg
Freiburg,0.75,3,Away,Frankfurt 3-3 Freiburg
Dortmund,0.56,0,Home,Dortmund 0-1 Bayern Munich
Bayern Munich,0.71,1,Away,Dortmund 0-1 Bayern Munich
Cologne,2.27,2,Home,Cologne 2-2 Düsseldorf
Düsseldorf,0.45,2,Away,Cologne 2-2 Düsseldorf
Mainz,0.31,0,Home,Mainz 0-5 Leipzig
Leipzig,5.33,5,Away,Mainz 0-5 Leipzig
Wolfsburg,0.55,0,Home,Wolfsburg 0-2 Dortmund
Dortmund,0.84,2,Away,Wolfsburg 0-2 Dortmund
Dortmund,1.59,4,Home,Dortmund 4-0 Schalke
Schalke,0.40,0,Away,Dortmund 4-0 Schalke
S’hampton,3.72,4,Home,S’hampton 4-4 Man City https://t.co/O1rv9P740y
Man City https://t.co/O1rv9P740y,4.19,4,Away,S’hampton 4-4 Man City https://t.co/O1rv9P740y
LASK,0.49,0,Home,LASK 0-5 Man Utd
Man Utd,3.14,5,Away,LASK 0-5 Man Utd
Liverpool,3.47,2,Home,Liverpool 2-3 Atletico
Atletico,1.18,3,Away,Liverpool 2-3 Atletico
Leipzig,0.97,3,Home,Leipzig 3-0 Tottenham
Tottenham,0.15,0,Away,Leipzig 3-0 Tottenham
⭐️ Leicester,2.31,4,Home,⭐️ Leicester 4-0 A Villa
A Villa,0.67,0,Away,⭐️ Leicester 4-0 A Villa
⭐️ Man Utd,1.43,2,Home,⭐️ Man Utd 2-0 Man City
Man City,0.75,0,Away,⭐️ Man Utd 2-0 Man City
⭐️ Chelsea,2.17,4,Home,⭐️ Chelsea 4-0 Everton
Everton,0.51,0,Away,⭐️ Chelsea 4-0 Everton
Arsenal,1.53,1,Home,Arsenal 1-0 West Ham ⭐️
West Ham ⭐️,1.62,0,Away,Arsenal 1-0 West Ham ⭐️
⭐️ Liverpool,1.92,2,Home,⭐️ Liverpool 2-1 B’mouth
B’mouth,1.63,1,Away,⭐️ Liverpool 2-1 B’mouth
Tottenham,1.63,2,Home,Tottenham 2-3 Wolves ⭐️
Wolves ⭐️,2.62,3,Away,Tottenham 2-3 Wolves ⭐️
⭐️ Everton,2.10,1,Home,⭐️ Everton 1-1 Man Utd
Man Utd,1.13,1,Away,⭐️ Everton 1-1 Man Utd
⭐️ Watford,2.73,3,Home,⭐️ Watford 3-0 Liverpool
Liverpool,0.20,0,Away,⭐️ Watford 3-0 Liverpool
Norwich,0.57,1,Home,Norwich 1-0 Leicester ⭐️
Leicester ⭐️,1.44,0,Away,Norwich 1-0 Leicester ⭐️
⭐️ Arsenal,2.19,1,Home,⭐️ Arsenal 1-2 Olympiakos
Olympiakos,1.50,2,Away,⭐️ Arsenal 1-2 Olympiakos
Lyon,1.07,1,Home,Lyon 1-0 Juventus ⭐️
Juventus ⭐️,1.09,0,Away,Lyon 1-0 Juventus ⭐️
Real Madrid,1.14,1,Home,Real Madrid 1-2 Man City ⭐️
Man City ⭐️,3.17,2,Away,Real Madrid 1-2 Man City ⭐️
⭐️ Liverpool,2.38,3,Home,⭐️ Liverpool 3-2 West Ham
West Ham,0.68,2,Away,⭐️ Liverpool 3-2 West Ham
Arsenal,1.35,3,Home,Arsenal 3-2 Everton ⭐️
Everton ⭐️,2.13,2,Away,Arsenal 3-2 Everton ⭐️
⭐️ Chelsea,1.70,2,Home,⭐️ Chelsea 2-1 Spurs
Spurs,0.27,1,Away,⭐️ Chelsea 2-1 Spurs
⭐️ Chelsea,1.02,0,Home,⭐️ Chelsea 0-2 Man United
Man United,0.64,2,Away,⭐️ Chelsea 0-2 Man United
Newcastle,1.04,1,Home,Newcastle 1-0 Chelsea ⭐️
Chelsea ⭐️,2.11,0,Away,Newcastle 1-0 Chelsea ⭐️
